Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,BAJAJFINSV,35604,FUTSTK,XX,-1,BAJAJ FINSERV LTD.,BAJAJFINSV AUG FUT,BAJAJFINSV29AUG24F,2024-08-29,500,0.05
NFO,nse_fo,HDFCAMC,35607,FUTSTK,XX,-1,HDFC AMC LIMITED,HDFCAMC SEP FUT,HDFCAMC26SEP24F,2024-09-26,150,0.05
NFO,nse_fo,HDFCBANK,35608,FUTSTK,XX,-1,HDFC BANK LTD,HDFCBANK SEP FUT,HDFCBANK26SEP24F,2024-09-26,550,0.05
NFO,nse_fo,HDFCLIFE,35609,FUTSTK,XX,-1,HDFC LIFE INS CO LTD,HDFCLIFE SEP FUT,HDFCLIFE26SEP24F,2024-09-26,1100,0.05
NFO,nse_fo,HEROMOTOCO,35610,FUTSTK,XX,-1,HERO MOTOCORP LIMITED,HEROMOTOCO SEP FUT,HEROMOTOCO26SEP24F,2024-09-26,150,0.05
NFO,nse_fo,BAJFINANCE,35613,FUTSTK,XX,-1,BAJAJ FINANCE LIMITED,BAJFINANCE AUG FUT,BAJFINANCE29AUG24F,2024-08-29,125,0.05
NFO,nse_fo,BALKRISIND,35614,FUTSTK,XX,-1,BALKRISHNA IND. LTD,BALKRISIND AUG FUT,BALKRISIND29AUG24F,2024-08-29,300,0.05
NFO,nse_fo,BALRAMCHIN,35615,FUTSTK,XX,-1,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN AUG FUT,BALRAMCHIN29AUG24F,2024-08-29,1600,0.05
NFO,nse_fo,BANDHANBNK,35616,FUTSTK,XX,-1,BANDHAN BANK LIMITED,BANDHANBNK AUG FUT,BANDHANBNK29AUG24F,2024-08-29,2800,0.01
NFO,nse_fo,BANKBARODA,35617,FUTSTK,XX,-1,BANK OF BARODA,BANKBARODA AUG FUT,BANKBARODA29AUG24F,2024-08-29,2925,0.05
NFO,nse_fo,BATAINDIA,35618,FUTSTK,XX,-1,BATA INDIA LTD,BATAINDIA AUG FUT,BATAINDIA29AUG24F,2024-08-29,375,0.05
NFO,nse_fo,HINDALCO,35636,FUTSTK,XX,-1,HINDALCO  INDUSTRIES  LTD,HINDALCO SEP FUT,HINDALCO26SEP24F,2024-09-26,1400,0.05
NFO,nse_fo,HINDCOPPER,35637,FUTSTK,XX,-1,HINDUSTAN COPPER LTD,HINDCOPPER SEP FUT,HINDCOPPER26SEP24F,2024-09-26,2650,0.05
NFO,nse_fo,HINDPETRO,35638,FUTSTK,XX,-1,HINDUSTAN PETROLEUM CORP,HINDPETRO SEP FUT,HINDPETRO26SEP24F,2024-09-26,2025,0.05
NFO,nse_fo,HINDUNILVR,35639,FUTSTK,XX,-1,HINDUSTAN UNILEVER LTD.,HINDUNILVR SEP FUT,HINDUNILVR26SEP24F,2024-09-26,300,0.05
NFO,nse_fo,ICICIBANK,35640,FUTSTK,XX,-1,ICICI BANK LTD.,ICICIBANK SEP FUT,ICICIBANK26SEP24F,2024-09-26,700,0.05
NFO,nse_fo,ICICIGI,35641,FUTSTK,XX,-1,ICICI LOMBARD GIC LIMITED,ICICIGI SEP FUT,ICICIGI26SEP24F,2024-09-26,500,0.05
NFO,nse_fo,BEL,35645,FUTSTK,XX,-1,BHARAT ELECTRONICS LTD,BEL AUG FUT,BEL29AUG24F,2024-08-29,2850,0.05
NFO,nse_fo,BERGEPAINT,35646,FUTSTK,XX,-1,BERGER PAINTS (I) LTD,BERGEPAINT AUG FUT,BERGEPAINT29AUG24F,2024-08-29,1320,0.05
NFO,nse_fo,ICICIPRULI,35699,FUTSTK,XX,-1,ICICI PRU LIFE INS CO LTD,ICICIPRULI SEP FUT,ICICIPRULI26SEP24F,2024-09-26,1500,0.05
NFO,nse_fo,IDEA,35700,FUTSTK,XX,-1,VODAFONE IDEA LIMITED,IDEA SEP FUT,IDEA26SEP24F,2024-09-26,40000,0.01
